,id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,BlackLatinoMale,African-American,Hispanic,Caucasian,Native American,Asian,Other,y
882,1336,0,50,1,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
2044,3118,0,28,0,0,0,4,0,0,2,4,-1,3,-1,2,1,1,0,0,0,0,0,0
6277,9577,0,47,1,5,0,2,0,0,3,2,-1,1,-1,3,0,0,0,0,0,0,1,0
471,713,0,58,1,0,0,6,0,0,12,6,0,3,-1,12,1,1,0,0,0,0,0,1
4982,7585,0,34,0,5,0,1,0,0,2,1,-1,1,-1,2,0,0,0,0,0,0,1,0
3063,4675,0,49,1,5,0,6,0,0,7,6,0,3,-1,7,0,0,0,0,0,0,1,1
2800,4280,0,29,0,1,0,9,0,0,1,9,1,3,-1,1,1,0,1,0,0,0,0,0
6973,10619,0,22,-1,0,0,10,0,0,0,10,1,6,0,0,1,1,0,0,0,0,0,1
3281,5020,0,41,0,0,0,7,0,0,0,7,0,1,-1,0,1,1,0,0,0,0,0,0
6266,9560,1,20,-1,2,0,8,0,0,4,8,1,6,0,4,0,0,0,1,0,0,0,1
2808,4293,0,24,-1,5,0,10,1,9,2,10,1,9,1,2,0,0,0,0,0,0,1,1
6620,10092,0,66,1,0,0,2,0,0,5,2,-1,1,-1,5,1,1,0,0,0,0,0,1
4937,7519,0,30,0,0,0,5,0,0,1,5,0,2,-1,1,1,1,0,0,0,0,0,0
6100,9297,0,61,1,0,0,8,0,0,2,8,1,10,1,2,1,1,0,0,0,0,0,0
230,338,0,23,-1,0,0,9,0,0,2,9,1,5,0,2,1,1,0,0,0,0,0,0
4522,6910,0,33,0,0,0,9,0,3,18,9,1,8,1,18,1,1,0,0,0,0,0,1
4357,6649,0,41,0,2,0,5,0,0,3,5,0,2,-1,3,0,0,0,1,0,0,0,1
584,890,0,30,0,5,0,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,1,1
4049,6171,1,45,1,0,0,1,0,0,1,1,-1,1,-1,1,0,1,0,0,0,0,0,0
3326,5099,0,48,1,0,0,3,0,0,6,3,-1,2,-1,6,1,1,0,0,0,0,0,0
1127,1724,0,53,1,2,0,6,0,0,1,6,0,2,-1,1,0,0,0,1,0,0,0,1
3687,5633,0,37,0,0,0,2,0,0,0,2,-1,2,-1,0,1,1,0,0,0,0,0,0
1763,2677,0,22,-1,2,0,5,0,0,2,5,0,5,0,2,0,0,0,1,0,0,0,0
5233,7981,0,37,0,2,1,7,6,0,13,7,0,3,-1,13,0,0,0,1,0,0,0,0
1034,1588,0,35,0,0,0,10,0,0,1,10,1,5,0,1,1,1,0,0,0,0,0,1
1658,2527,0,34,0,0,0,9,0,0,6,9,1,3,-1,6,1,1,0,0,0,0,0,1
2699,4120,0,39,0,2,0,1,0,0,2,1,-1,1,-1,2,0,0,0,1,0,0,0,0
4815,7338,0,20,-1,0,1,10,1,1,4,10,1,7,0,4,1,1,0,0,0,0,0,1
6416,9790,0,27,0,0,0,2,0,0,2,2,-1,2,-1,2,1,1,0,0,0,0,0,1
488,739,0,26,0,0,0,9,0,0,2,9,1,6,0,2,1,1,0,0,0,0,0,0
6167,9401,0,24,-1,2,0,2,0,0,1,2,-1,3,-1,1,0,0,0,1,0,0,0,0
5719,8717,1,43,0,0,0,1,0,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0
3048,4657,0,35,0,2,0,2,0,0,2,2,-1,3,-1,2,0,0,0,1,0,0,0,1
6110,9311,1,58,1,1,0,5,0,0,1,5,0,3,-1,1,0,0,1,0,0,0,0,0
6573,10027,1,46,1,0,0,6,0,0,4,6,0,3,-1,4,0,1,0,0,0,0,0,0
5776,8799,0,21,-1,0,0,6,0,1,2,6,0,6,0,2,1,1,0,0,0,0,0,1
6634,10121,0,25,0,0,0,9,0,0,7,9,1,9,1,7,1,1,0,0,0,0,0,1
605,922,0,27,0,2,0,6,0,0,6,6,0,4,-1,6,0,0,0,1,0,0,0,1
4873,7424,0,36,0,0,0,1,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,0
5238,7988,0,41,0,0,2,3,0,0,6,3,-1,2,-1,6,1,1,0,0,0,0,0,1
1337,2057,0,25,0,0,0,9,3,1,15,9,1,7,0,15,1,1,0,0,0,0,0,1
6965,10604,1,22,-1,2,0,6,0,0,2,6,0,7,0,2,0,0,0,1,0,0,0,1
6335,9666,0,21,-1,0,0,8,0,0,0,8,1,9,1,0,1,1,0,0,0,0,0,0
2271,3456,0,21,-1,0,0,8,1,0,1,8,1,8,1,1,1,1,0,0,0,0,0,0
1452,2223,0,51,1,5,0,1,0,0,2,1,-1,1,-1,2,0,0,0,0,0,0,1,0
3032,4629,0,55,1,2,0,1,0,0,0,1,-1,2,-1,0,0,0,0,1,0,0,0,1
6487,9891,0,27,0,0,0,2,0,0,1,2,-1,3,-1,1,1,1,0,0,0,0,0,0
2428,3702,0,46,1,2,0,8,0,0,5,8,1,3,-1,5,0,0,0,1,0,0,0,1
4565,6980,1,28,0,0,0,9,0,0,13,9,1,6,0,13,0,1,0,0,0,0,0,1
1614,2472,0,28,0,2,0,8,0,2,9,8,1,6,0,9,0,0,0,1,0,0,0,0
4702,7184,0,26,0,0,0,8,0,0,2,8,1,8,1,2,1,1,0,0,0,0,0,1
5252,8010,0,23,-1,2,0,4,0,0,0,4,-1,4,-1,0,0,0,0,1,0,0,0,0
5907,9010,0,39,0,0,0,1,0,0,1,1,-1,2,-1,1,1,1,0,0,0,0,0,0
6438,9820,0,29,0,0,0,4,0,0,2,4,-1,2,-1,2,1,1,0,0,0,0,0,0
2784,4250,1,27,0,0,0,3,0,0,0,3,-1,3,-1,0,0,1,0,0,0,0,0,0
5963,9099,1,52,1,0,0,3,0,0,3,3,-1,2,-1,3,0,1,0,0,0,0,0,0
1496,2291,0,72,1,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
3381,5173,1,27,0,0,0,3,0,0,0,3,-1,3,-1,0,0,1,0,0,0,0,0,1
5498,8380,1,28,0,2,0,6,0,0,3,6,0,2,-1,3,0,0,0,1,0,0,0,1
2429,3703,0,74,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
962,1475,0,56,1,1,0,1,0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,0
1516,2322,0,34,0,0,0,7,0,0,15,7,0,7,0,15,1,1,0,0,0,0,0,0
3842,5864,0,25,0,1,0,5,0,0,2,5,0,3,-1,2,1,0,1,0,0,0,0,1
3260,4982,0,38,0,2,0,1,0,0,2,1,-1,2,-1,2,0,0,0,1,0,0,0,0
3016,4609,0,50,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
6415,9789,0,63,1,0,0,1,0,0,2,1,-1,1,-1,2,1,1,0,0,0,0,0,0
5310,8100,0,34,0,0,0,3,0,0,5,3,-1,2,-1,5,1,1,0,0,0,0,0,1
6719,10251,0,26,0,2,0,2,0,0,0,2,-1,3,-1,0,0,0,0,1,0,0,0,0
5061,7703,0,28,0,0,0,5,0,0,2,5,0,3,-1,2,1,1,0,0,0,0,0,1
2010,3055,0,61,1,0,0,2,0,0,5,2,-1,1,-1,5,1,1,0,0,0,0,0,0
6271,9567,1,28,0,0,0,3,0,0,0,3,-1,4,-1,0,0,1,0,0,0,0,0,0
5200,7928,0,37,0,2,0,6,0,0,0,6,0,3,-1,0,0,0,0,1,0,0,0,0
1733,2633,0,45,1,0,0,9,0,0,15,9,1,7,0,15,1,1,0,0,0,0,0,1
6591,10051,0,25,0,2,0,10,0,0,5,10,1,5,0,5,0,0,0,1,0,0,0,1
3857,5887,0,24,-1,0,0,7,0,0,2,7,0,4,-1,2,1,1,0,0,0,0,0,1
2943,4494,1,49,1,0,0,1,0,0,0,1,-1,2,-1,0,0,1,0,0,0,0,0,0
7149,10914,0,46,1,0,0,5,0,0,13,5,0,3,-1,13,1,1,0,0,0,0,0,1
3369,5155,0,28,0,0,0,10,0,0,18,10,1,7,0,18,1,1,0,0,0,0,0,1
2962,4517,1,22,-1,0,0,4,0,0,0,4,-1,5,0,0,0,1,0,0,0,0,0,0
6793,10359,0,25,0,0,0,6,0,0,2,6,0,5,0,2,1,1,0,0,0,0,0,0
6413,9787,1,21,-1,0,0,5,0,0,0,5,0,6,0,0,0,1,0,0,0,0,0,1
2735,4172,1,38,0,5,0,4,0,0,6,4,-1,1,-1,6,0,0,0,0,0,0,1,1
807,1223,1,19,-1,2,1,6,1,0,1,6,0,8,1,1,0,0,0,1,0,0,0,1
1973,2995,0,58,1,0,0,9,0,0,16,9,1,9,1,16,1,1,0,0,0,0,0,0
7204,10989,0,30,0,0,0,4,0,0,2,4,-1,3,-1,2,1,1,0,0,0,0,0,0
982,1511,0,29,0,0,0,2,0,0,0,2,-1,3,-1,0,1,1,0,0,0,0,0,0
1758,2669,0,65,1,2,0,3,0,0,4,3,-1,1,-1,4,0,0,0,1,0,0,0,0
3046,4652,0,21,-1,0,0,9,0,0,1,9,1,9,1,1,1,1,0,0,0,0,0,1
2268,3453,0,45,1,0,0,3,0,0,15,3,-1,1,-1,15,1,1,0,0,0,0,0,1
4371,6665,1,24,-1,0,0,8,0,0,3,8,1,10,1,3,0,1,0,0,0,0,0,0
5266,8032,0,41,0,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
6664,10167,0,24,-1,0,0,6,0,0,2,6,0,5,0,2,1,1,0,0,0,0,0,1
5201,7929,1,42,0,0,0,1,0,0,1,1,-1,1,-1,1,0,1,0,0,0,0,0,0
228,336,0,33,0,5,0,4,0,0,4,4,-1,2,-1,4,0,0,0,0,0,0,1,1
3055,4665,1,21,-1,0,0,4,0,0,0,4,-1,5,0,0,0,1,0,0,0,0,0,0
2239,3411,1,27,0,2,0,2,0,0,0,2,-1,2,-1,0,0,0,0,1,0,0,0,0
6253,9540,0,29,0,0,0,2,0,0,3,2,-1,2,-1,3,1,1,0,0,0,0,0,1
6919,10539,0,32,0,2,0,5,0,0,8,5,0,4,-1,8,0,0,0,1,0,0,0,1
4358,6650,0,24,-1,0,0,8,0,0,0,8,1,8,1,0,1,1,0,0,0,0,0,1
550,843,0,42,0,0,0,5,0,0,8,5,0,2,-1,8,1,1,0,0,0,0,0,0
1769,2683,0,47,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
1596,2443,0,29,0,5,0,6,0,0,3,6,0,2,-1,3,0,0,0,0,0,0,1,0
7058,10762,1,26,0,1,0,4,0,0,1,4,-1,3,-1,1,0,0,1,0,0,0,0,0
4861,7409,1,27,0,0,0,4,0,0,3,4,-1,3,-1,3,0,1,0,0,0,0,0,1
3340,5119,0,31,0,0,5,9,0,0,10,9,1,6,0,10,1,1,0,0,0,0,0,1
6839,10425,1,33,0,0,0,1,0,0,6,1,-1,1,-1,6,0,1,0,0,0,0,0,1
5331,8130,0,50,1,0,0,1,0,0,1,1,-1,1,-1,1,1,1,0,0,0,0,0,0
2334,3554,0,67,1,2,0,1,0,0,3,1,-1,1,-1,3,0,0,0,1,0,0,0,0
1467,2247,0,31,0,0,3,10,0,0,6,10,1,6,0,6,1,1,0,0,0,0,0,1
1038,1595,0,55,1,0,0,10,0,0,17,10,1,4,-1,17,1,1,0,0,0,0,0,1
7169,10942,0,22,-1,0,0,5,0,0,0,5,0,7,0,0,1,1,0,0,0,0,0,0
5964,9102,0,20,-1,0,0,4,0,0,1,4,-1,7,0,1,1,1,0,0,0,0,0,1
133,203,1,24,-1,0,0,2,0,0,0,2,-1,3,-1,0,0,1,0,0,0,0,0,0
6442,9826,0,29,0,0,0,10,1,0,3,10,1,5,0,3,1,1,0,0,0,0,0,1
1907,2896,0,28,0,0,0,4,0,0,5,4,-1,3,-1,5,1,1,0,0,0,0,0,1
4876,7427,0,27,0,0,0,8,0,0,8,8,1,7,0,8,1,1,0,0,0,0,0,0
4140,6320,0,39,0,0,0,10,0,0,21,10,1,8,1,21,1,1,0,0,0,0,0,1
4657,7117,0,55,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
4827,7355,1,35,0,2,0,3,0,0,2,3,-1,1,-1,2,0,0,0,1,0,0,0,0
5845,8909,0,46,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
2770,4228,0,31,0,2,0,8,1,1,4,8,1,6,0,4,0,0,0,1,0,0,0,1
5398,8225,0,62,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
4264,6505,0,29,0,2,0,2,0,0,5,2,-1,3,-1,5,0,0,0,1,0,0,0,0
539,825,0,24,-1,2,0,10,0,1,9,10,1,8,1,9,0,0,0,1,0,0,0,1
1781,2700,0,22,-1,0,0,4,0,0,0,4,-1,5,0,0,1,1,0,0,0,0,0,0
2440,3719,0,23,-1,0,0,9,1,0,2,9,1,9,1,2,1,1,0,0,0,0,0,0
3353,5136,0,37,0,1,0,5,0,0,1,5,0,3,-1,1,1,0,1,0,0,0,0,1
3083,4703,0,25,0,1,0,2,0,0,0,2,-1,3,-1,0,1,0,1,0,0,0,0,1
6319,9641,0,57,1,2,0,1,0,0,2,1,-1,1,-1,2,0,0,0,1,0,0,0,0
1500,2297,0,21,-1,2,0,8,0,0,5,8,1,8,1,5,0,0,0,1,0,0,0,1
6370,9724,1,64,1,0,0,1,0,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0
2753,4196,1,32,0,0,0,3,0,0,0,3,-1,2,-1,0,0,1,0,0,0,0,0,0
3745,5723,0,22,-1,0,0,6,0,0,2,6,0,6,0,2,1,1,0,0,0,0,0,1
1509,2311,0,31,0,5,0,2,0,0,2,2,-1,4,-1,2,0,0,0,0,0,0,1,1
315,463,0,44,0,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,1
696,1058,0,28,0,0,0,4,0,0,2,4,-1,2,-1,2,1,1,0,0,0,0,0,0
6222,9495,0,21,-1,1,0,7,1,0,2,7,0,8,1,2,1,0,1,0,0,0,0,1
3607,5511,1,43,0,2,0,6,0,0,0,6,0,1,-1,0,0,0,0,1,0,0,0,0
2244,3418,0,36,0,0,0,2,0,0,3,2,-1,2,-1,3,1,1,0,0,0,0,0,1
1961,2976,0,31,0,0,0,5,0,0,5,5,0,5,0,5,1,1,0,0,0,0,0,0
4232,6463,0,31,0,0,0,8,0,0,15,8,1,3,-1,15,1,1,0,0,0,0,0,0
6546,9981,0,21,-1,0,0,6,0,0,1,6,0,6,0,1,1,1,0,0,0,0,0,1
1875,2851,0,39,0,5,0,5,0,0,6,5,0,1,-1,6,0,0,0,0,0,0,1,0
5794,8828,0,50,1,2,0,2,0,0,1,2,-1,3,-1,1,0,0,0,1,0,0,0,0
7163,10934,0,41,0,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
3347,5128,0,39,0,1,0,2,0,0,1,2,-1,2,-1,1,1,0,1,0,0,0,0,0
1696,2580,0,58,1,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
3748,5726,1,48,1,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,1
712,1081,0,44,0,0,0,1,0,1,1,1,-1,1,-1,1,1,1,0,0,0,0,0,0
6992,10649,0,21,-1,0,0,5,0,0,1,5,0,7,0,1,1,1,0,0,0,0,0,0
2968,4526,0,28,0,2,0,5,0,0,5,5,0,4,-1,5,0,0,0,1,0,0,0,1
4515,6898,0,62,1,0,0,1,0,0,4,1,-1,1,-1,4,1,1,0,0,0,0,0,0
5536,8434,0,34,0,0,0,8,0,0,0,8,1,3,-1,0,1,1,0,0,0,0,0,1
6384,9741,0,21,-1,0,1,10,0,2,1,10,1,10,1,1,1,1,0,0,0,0,0,1
3914,5970,0,32,0,2,0,1,0,0,2,1,-1,1,-1,2,0,0,0,1,0,0,0,0
3733,5698,0,34,0,1,0,1,0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,0
4115,6278,1,30,0,0,0,2,0,0,0,2,-1,3,-1,0,0,1,0,0,0,0,0,0
4942,7525,0,26,0,2,0,4,0,0,2,4,-1,4,-1,2,0,0,0,1,0,0,0,0
4916,7484,1,30,0,0,0,7,0,0,8,7,0,5,0,8,0,1,0,0,0,0,0,1
6631,10118,0,55,1,1,0,1,0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,0
1543,2366,0,26,0,1,0,1,0,0,0,1,-1,2,-1,0,1,0,1,0,0,0,0,0
5147,7840,0,22,-1,2,0,2,0,0,1,2,-1,5,0,1,0,0,0,1,0,0,0,0
6869,10464,0,71,1,2,0,1,0,0,3,1,-1,1,-1,3,0,0,0,1,0,0,0,0
3555,5434,0,50,1,0,0,5,0,0,2,5,0,1,-1,2,1,1,0,0,0,0,0,1
1295,1983,0,42,0,0,0,1,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,0
3518,5381,0,38,0,0,0,1,0,0,4,1,-1,1,-1,4,1,1,0,0,0,0,0,0
831,1254,0,43,0,0,1,8,0,0,20,8,1,4,-1,20,1,1,0,0,0,0,0,0
4793,7310,0,34,0,2,0,2,0,0,5,2,-1,2,-1,5,0,0,0,1,0,0,0,0
4349,6636,0,21,-1,2,0,3,0,1,0,3,-1,5,0,0,0,0,0,1,0,0,0,0
3309,5066,0,23,-1,5,0,6,2,0,7,6,0,8,1,7,0,0,0,0,0,0,1,1
122,187,0,56,1,0,0,9,0,0,8,9,1,3,-1,8,1,1,0,0,0,0,0,0
7173,10948,0,51,1,2,0,3,0,0,7,3,-1,1,-1,7,0,0,0,1,0,0,0,0
4272,6520,1,26,0,0,0,5,0,0,1,5,0,4,-1,1,0,1,0,0,0,0,0,0
5183,7903,1,52,1,0,0,1,0,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0
1641,2507,0,28,0,0,0,6,0,0,5,6,0,2,-1,5,1,1,0,0,0,0,0,0
3341,5120,1,57,1,0,0,1,0,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0
752,1143,0,20,-1,0,0,5,0,2,0,5,0,8,1,0,1,1,0,0,0,0,0,1
2674,4078,0,47,1,1,0,1,0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,1
2853,4367,1,35,0,0,0,6,0,0,3,6,0,3,-1,3,0,1,0,0,0,0,0,1
4761,7264,1,33,0,2,0,6,0,0,5,6,0,4,-1,5,0,0,0,1,0,0,0,1
5075,7725,0,77,1,0,0,1,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,0
1028,1576,0,42,0,0,1,8,0,1,13,8,1,6,0,13,1,1,0,0,0,0,0,1
2452,3737,1,27,0,2,0,2,0,0,0,2,-1,2,-1,0,0,0,0,1,0,0,0,0
6345,9685,0,22,-1,0,0,7,0,1,0,7,0,6,0,0,1,1,0,0,0,0,0,1
6602,10065,0,26,0,2,0,4,0,0,1,4,-1,3,-1,1,0,0,0,1,0,0,0,0
3271,5003,0,25,0,0,0,8,1,0,4,8,1,6,0,4,1,1,0,0,0,0,0,1
548,841,0,23,-1,2,0,2,0,0,2,2,-1,3,-1,2,0,0,0,1,0,0,0,0
3366,5152,0,26,0,0,0,10,0,0,1,10,1,10,1,1,1,1,0,0,0,0,0,1
5830,8882,0,22,-1,0,0,9,0,0,2,9,1,8,1,2,1,1,0,0,0,0,0,1
1241,1897,0,21,-1,2,1,7,0,1,1,7,0,8,1,1,0,0,0,1,0,0,0,1
3533,5402,1,23,-1,0,0,10,0,0,2,10,1,9,1,2,0,1,0,0,0,0,0,1
7115,10863,0,29,0,0,0,2,0,0,2,2,-1,2,-1,2,1,1,0,0,0,0,0,1
5929,9045,0,46,1,2,0,5,0,0,0,5,0,2,-1,0,0,0,0,1,0,0,0,0
4229,6458,1,36,0,1,0,2,0,0,0,2,-1,1,-1,0,0,0,1,0,0,0,0,0
5817,8863,0,31,0,1,0,6,0,0,5,6,0,6,0,5,1,0,1,0,0,0,0,1
2014,3064,0,42,0,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
2162,3306,0,33,0,2,0,3,0,0,1,3,-1,2,-1,1,0,0,0,1,0,0,0,0
597,913,0,31,0,0,0,8,0,0,3,8,1,3,-1,3,1,1,0,0,0,0,0,1
2015,3066,1,25,0,0,0,4,0,0,1,4,-1,4,-1,1,0,1,0,0,0,0,0,0
828,1250,0,35,0,0,0,8,0,0,13,8,1,7,0,13,1,1,0,0,0,0,0,1
6659,10159,0,49,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
782,1191,0,22,-1,2,0,4,0,0,0,4,-1,6,0,0,0,0,0,1,0,0,0,1
1678,2556,0,23,-1,0,0,7,0,0,0,7,0,5,0,0,1,1,0,0,0,0,0,0
6525,9948,0,34,0,0,0,7,0,0,10,7,0,5,0,10,1,1,0,0,0,0,0,0
4574,6996,1,21,-1,0,0,5,0,0,0,5,0,5,0,0,0,1,0,0,0,0,0,1
4802,7321,0,27,0,0,0,5,0,0,0,5,0,6,0,0,1,1,0,0,0,0,0,0
582,888,1,22,-1,2,0,3,0,0,0,3,-1,4,-1,0,0,0,0,1,0,0,0,0
2731,4168,0,50,1,2,0,4,0,0,10,4,-1,2,-1,10,0,0,0,1,0,0,0,0
6310,9629,1,24,-1,0,0,9,0,0,7,9,1,7,0,7,0,1,0,0,0,0,0,0
2475,3771,0,25,0,0,0,9,1,2,5,9,1,9,1,5,1,1,0,0,0,0,0,1
4673,7142,1,33,0,5,0,2,0,0,0,2,-1,1,-1,0,0,0,0,0,0,0,1,0
3930,5992,0,24,-1,0,0,3,0,0,1,3,-1,5,0,1,1,1,0,0,0,0,0,0
6276,9576,1,46,1,5,0,1,0,0,1,1,-1,1,-1,1,0,0,0,0,0,0,1,0
1023,1569,1,25,0,0,0,7,0,0,5,7,0,7,0,5,0,1,0,0,0,0,0,1
4073,6206,0,47,1,1,0,1,0,0,1,1,-1,1,-1,1,1,0,1,0,0,0,0,0
4040,6161,0,31,0,0,0,4,0,0,6,4,-1,2,-1,6,1,1,0,0,0,0,0,0
2156,3299,0,29,0,0,0,2,0,0,3,2,-1,3,-1,3,1,1,0,0,0,0,0,1
1910,2899,0,30,0,2,0,9,1,0,11,9,1,9,1,11,0,0,0,1,0,0,0,1
1183,1816,1,29,0,2,0,10,0,0,11,10,1,5,0,11,0,0,0,1,0,0,0,1
3890,5934,0,30,0,0,0,3,0,0,0,3,-1,2,-1,0,1,1,0,0,0,0,0,1
4487,6851,0,27,0,2,0,8,0,0,7,8,1,6,0,7,0,0,0,1,0,0,0,1
4134,6305,1,21,-1,0,0,3,0,0,2,3,-1,5,0,2,0,1,0,0,0,0,0,0
2157,3300,0,48,1,2,0,7,0,0,13,7,0,7,0,13,0,0,0,1,0,0,0,1
778,1179,0,37,0,0,0,2,0,0,4,2,-1,1,-1,4,1,1,0,0,0,0,0,0
4542,6941,1,56,1,0,0,2,0,0,1,2,-1,1,-1,1,0,1,0,0,0,0,0,1
1328,2047,0,26,0,0,0,5,0,0,6,5,0,4,-1,6,1,1,0,0,0,0,0,1
4312,6578,0,77,1,2,0,1,0,0,3,1,-1,1,-1,3,0,0,0,1,0,0,0,0
223,331,0,37,0,2,0,3,0,0,4,3,-1,4,-1,4,0,0,0,1,0,0,0,1
3818,5828,0,39,0,0,0,8,0,0,7,8,1,6,0,7,1,1,0,0,0,0,0,1
5870,8946,0,32,0,0,0,7,0,0,1,7,0,9,1,1,1,1,0,0,0,0,0,0
4009,6112,0,34,0,0,0,1,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,1
4137,6315,0,30,0,0,0,3,0,0,9,3,-1,2,-1,9,1,1,0,0,0,0,0,1
5452,8304,1,27,0,2,0,10,0,0,6,10,1,9,1,6,0,0,0,1,0,0,0,0
1089,1669,1,30,0,2,0,10,0,0,5,10,1,8,1,5,0,0,0,1,0,0,0,1
5469,8325,0,21,-1,0,0,10,0,0,1,10,1,10,1,1,1,1,0,0,0,0,0,1
4156,6345,0,20,-1,0,0,3,0,0,0,3,-1,6,0,0,1,1,0,0,0,0,0,0
6263,9554,0,44,0,2,0,2,0,0,0,2,-1,1,-1,0,0,0,0,1,0,0,0,0
940,1439,0,20,-1,2,0,4,0,0,0,4,-1,6,0,0,0,0,0,1,0,0,0,0
1165,1787,0,24,-1,0,0,5,0,0,0,5,0,7,0,0,1,1,0,0,0,0,0,0
1300,1991,0,39,0,0,0,9,0,0,5,9,1,6,0,5,1,1,0,0,0,0,0,1
5098,7758,0,46,1,5,0,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,1,1
4412,6731,1,29,0,2,0,2,0,0,0,2,-1,2,-1,0,0,0,0,1,0,0,0,0
2455,3740,1,22,-1,0,0,4,0,0,2,4,-1,5,0,2,0,1,0,0,0,0,0,0
4453,6798,0,23,-1,2,0,5,0,0,3,5,0,6,0,3,0,0,0,1,0,0,0,0
624,953,0,29,0,0,0,1,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,0
5571,8484,0,22,-1,2,0,3,0,0,0,3,-1,5,0,0,0,0,0,1,0,0,0,1
6003,9167,0,29,0,0,0,3,0,0,0,3,-1,3,-1,0,1,1,0,0,0,0,0,0
1958,2972,0,50,1,0,0,1,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,0
2925,4466,1,34,0,0,0,7,0,0,1,7,0,3,-1,1,0,1,0,0,0,0,0,1
1676,2550,0,33,0,2,0,3,0,0,0,3,-1,3,-1,0,0,0,0,1,0,0,0,0
5022,7651,0,30,0,5,0,2,0,0,0,2,-1,2,-1,0,0,0,0,0,0,0,1,0
5081,7733,0,30,0,0,0,2,0,0,3,2,-1,2,-1,3,1,1,0,0,0,0,0,1
6491,9899,0,27,0,0,0,2,0,0,2,2,-1,2,-1,2,1,1,0,0,0,0,0,0
3602,5502,0,24,-1,0,0,4,0,0,1,4,-1,4,-1,1,1,1,0,0,0,0,0,1
2360,3601,1,28,0,0,0,7,0,0,10,7,0,4,-1,10,0,1,0,0,0,0,0,1
1506,2307,0,55,1,2,0,7,0,0,11,7,0,3,-1,11,0,0,0,1,0,0,0,0
4532,6926,0,31,0,2,0,3,0,0,1,3,-1,2,-1,1,0,0,0,1,0,0,0,1
2893,4425,0,38,0,5,0,1,0,0,1,1,-1,2,-1,1,0,0,0,0,0,0,1,0
3822,5833,0,47,1,2,0,1,0,0,3,1,-1,1,-1,3,0,0,0,1,0,0,0,0
6012,9178,1,33,0,0,0,4,0,0,3,4,-1,2,-1,3,0,1,0,0,0,0,0,1
1004,1542,0,35,0,0,0,7,1,0,17,7,0,2,-1,17,1,1,0,0,0,0,0,1
4020,6131,0,60,1,0,0,1,0,0,3,1,-1,1,-1,3,1,1,0,0,0,0,0,0
469,711,1,24,-1,0,1,9,0,0,6,9,1,9,1,6,0,1,0,0,0,0,0,1
7192,10972,0,32,0,2,0,2,0,0,0,2,-1,1,-1,0,0,0,0,1,0,0,0,0
1511,2316,0,53,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
249,364,0,25,0,0,0,3,0,0,0,3,-1,4,-1,0,1,1,0,0,0,0,0,0
2995,4576,1,30,0,2,0,3,0,0,1,3,-1,2,-1,1,0,0,0,1,0,0,0,0
3813,5821,0,31,0,2,0,5,0,0,3,5,0,4,-1,3,0,0,0,1,0,0,0,0
3516,5379,0,27,0,0,0,8,1,0,11,8,1,6,0,11,1,1,0,0,0,0,0,0
6000,9163,0,31,0,0,1,8,1,1,12,8,1,5,0,12,1,1,0,0,0,0,0,1
3508,5367,0,37,0,0,0,1,0,0,3,1,-1,1,-1,3,1,1,0,0,0,0,0,1
