id,sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,y,sensitive,y_charge_mean,charge_id_0,charge_id_1,charge_id_2,charge_id_3,charge_id_4
4963,0,3,21,-1,0,6,0,0,0,0.0,6,0,6,0,0,1,0.0,0,1,4,0.5321888412017167,1,0,0,0,0
4964,1,3,33,0,0,4,0,0,2,1.0,4,-1,2,-1,2,0,-1.0,2,0,5,0.5321888412017167,1,0,0,0,0
4965,0,5,29,0,0,6,0,0,3,1.0,6,0,2,-1,3,1,-1.0,177,0,6,0.5321888412017167,1,0,0,0,0
4966,0,0,45,1,0,6,0,0,2,345.0,6,0,2,-1,2,0,-1.0,28,0,0,0.5321888412017167,1,0,0,0,0
4967,0,2,34,0,1,6,0,0,9,1.0,6,0,5,0,9,1,-1.0,1,1,2,0.5321888412017167,1,0,0,0,0
4968,0,3,22,-1,0,6,0,0,0,1.0,6,0,7,0,0,1,-1.0,1,0,4,0.5321888412017167,1,0,0,0,0
4969,0,0,22,-1,0,2,0,0,0,1.0,2,-1,4,-1,0,1,-1.0,1,0,0,0.5321888412017167,1,0,0,0,0
4970,0,2,22,-1,0,2,0,1,0,1.0,2,-1,4,-1,0,0,-1.0,1,1,2,0.5321888412017167,1,0,0,0,0
4971,0,0,22,-1,0,10,0,1,13,1.0,10,1,9,1,13,1,-1.0,0,1,0,0.5321888412017167,1,0,0,0,0
4972,0,0,35,0,0,9,1,0,23,1.0,9,1,6,0,23,1,-1.0,1,1,0,0.5321888412017167,1,0,0,0,0
4973,0,2,44,0,0,9,0,0,13,1.0,9,1,8,1,13,1,0.0,16,1,2,0.5321888412017167,1,0,0,0,0
4974,0,3,31,0,0,3,0,0,3,1.0,3,-1,3,-1,3,1,-1.0,0,0,4,0.5321888412017167,1,0,0,0,0
4975,0,0,23,-1,0,6,0,0,3,1.0,6,0,4,-1,3,0,-1.0,13,1,0,0.5321888412017167,1,0,0,0,0
4976,0,3,23,-1,0,5,0,0,2,1.0,5,0,5,0,2,1,-1.0,0,0,4,0.5321888412017167,1,0,0,0,0
4977,0,0,27,0,0,7,0,0,3,282.0,7,0,3,-1,3,0,-23.0,1,0,0,0.5321888412017167,1,0,0,0,0
4978,1,2,53,1,0,1,0,0,4,1.0,1,-1,1,-1,4,1,-1.0,0,1,3,0.5321888412017167,1,0,0,0,0
4979,0,0,29,0,0,10,1,0,13,0.0,10,1,10,1,13,1,0.0,1,1,0,0.5321888412017167,1,0,0,0,0
4980,0,5,31,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,2,0,6,0.5321888412017167,1,0,0,0,0
4981,0,2,28,0,0,7,0,0,0,1.0,7,0,3,-1,0,1,0.0,1,0,2,0.5321888412017167,1,0,0,0,0
4982,0,0,25,0,0,2,0,0,0,1.0,2,-1,4,-1,0,1,-1.0,0,0,0,0.5321888412017167,1,0,0,0,0
4983,0,2,32,0,0,7,0,0,9,0.0,7,0,4,-1,9,0,0.0,4,1,2,0.5321888412017167,1,0,0,0,0
4984,0,0,28,0,0,4,0,0,1,1.0,4,-1,5,0,1,1,0.0,15,0,0,0.5321888412017167,1,0,0,0,0
4985,0,2,54,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,6,0,2,0.5321888412017167,1,0,0,0,0
4986,0,3,25,0,0,3,0,1,1,1.0,3,-1,3,-1,1,1,-1.0,0,0,4,0.5321888412017167,1,0,0,0,0
4987,0,2,23,-1,0,8,0,0,0,0.0,8,1,9,1,0,0,0.0,3,1,2,0.5321888412017167,1,0,0,0,0
4988,0,0,37,0,0,8,1,0,13,1.0,8,1,9,1,13,1,-1.0,0,1,0,0.5321888412017167,1,0,0,0,0
4989,0,0,27,0,0,8,0,0,4,1.0,8,1,5,0,4,1,-1.0,33,0,0,0.5321888412017167,1,0,0,0,0
4990,0,2,43,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,2,0.5321888412017167,1,0,0,0,0
4991,0,2,26,0,0,4,0,1,3,4.0,4,-1,4,-1,3,0,-4.0,2,0,2,0.5321888412017167,1,0,0,0,0
4992,0,2,22,-1,0,3,0,0,0,0.0,3,-1,5,0,0,1,0.0,3,0,2,0.5321888412017167,1,0,0,0,0
4993,0,0,27,0,0,1,0,0,1,2.0,1,-1,2,-1,1,1,-2.0,2,0,0,0.5321888412017167,1,0,0,0,0
4994,0,0,25,0,0,4,0,0,0,1.0,4,-1,4,-1,0,1,-1.0,7,0,0,0.5321888412017167,1,0,0,0,0
4995,0,0,42,0,0,10,0,0,0,0.0,10,1,6,0,0,1,0.0,34,1,0,0.5321888412017167,1,0,0,0,0
4996,0,0,26,0,0,5,0,0,0,1.0,5,0,4,-1,0,0,0.0,0,0,0,0.5321888412017167,1,0,0,0,0
4997,0,0,31,0,0,7,0,0,9,1.0,7,0,3,-1,9,1,-1.0,0,0,0,0.5321888412017167,1,0,0,0,0
4998,0,2,34,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,116,0,2,0.5321888412017167,1,0,0,0,0
4999,0,3,25,0,0,7,0,0,0,1.0,7,0,5,0,0,1,-1.0,0,0,4,0.5321888412017167,1,0,0,0,0
5000,0,3,37,0,0,3,0,0,0,1.0,3,-1,2,-1,0,1,-1.0,2,1,4,0.5321888412017167,1,0,0,0,0
5001,1,2,43,0,0,8,0,0,7,21.0,8,1,4,-1,7,1,-21.0,8,0,3,0.5321888412017167,1,0,0,0,0
5002,0,5,39,0,0,2,1,0,4,31.0,2,-1,1,-1,4,1,-30.0,0,1,6,0.5321888412017167,1,0,0,0,0
5003,0,2,30,0,0,4,0,0,3,1.0,4,-1,4,-1,3,1,-1.0,12,1,2,0.5321888412017167,1,0,0,0,0
5004,0,0,46,1,0,5,0,0,5,0.0,5,0,7,0,5,1,0.0,2,1,0,0.5321888412017167,1,0,0,0,0
5005,0,0,37,0,0,2,0,0,8,0.0,2,-1,3,-1,8,0,0.0,1,1,0,0.5321888412017167,1,0,0,0,0
5006,0,2,26,0,0,5,0,0,5,1.0,5,0,4,-1,5,1,-1.0,1,1,2,0.5321888412017167,1,0,0,0,0
5007,0,2,30,0,0,4,0,0,2,1.0,4,-1,3,-1,2,1,-1.0,0,0,2,0.5321888412017167,1,0,0,0,0
5008,1,2,27,0,0,8,0,0,4,13.0,8,1,7,0,4,0,8.0,54,1,3,0.5321888412017167,1,0,0,0,0
5009,0,0,22,-1,0,6,0,0,0,2.0,6,0,5,0,0,0,-2.0,0,0,0,0.5321888412017167,1,0,0,0,0
5010,0,0,28,0,0,2,0,0,1,0.0,2,-1,2,-1,1,1,0.0,0,1,0,0.5321888412017167,1,0,0,0,0
5011,0,3,41,0,0,1,0,0,0,3.0,1,-1,1,-1,0,1,-3.0,1,1,4,0.5321888412017167,1,0,0,0,0
5012,1,3,29,0,0,2,0,0,1,1.0,2,-1,2,-1,1,1,-1.0,1,1,5,0.5321888412017167,1,0,0,0,0
5013,0,0,22,-1,0,3,0,1,0,1.0,3,-1,5,0,0,1,-1.0,0,0,0,0.5321888412017167,1,0,0,0,0
5014,1,0,29,0,0,8,0,3,9,1.0,8,1,6,0,9,0,-1.0,214,1,1,0.5321888412017167,1,0,0,0,0
5015,0,5,32,0,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,22,1,6,0.5321888412017167,1,0,0,0,0
5016,1,2,33,0,0,2,0,0,2,29.0,2,-1,1,-1,2,1,-29.0,0,0,3,0.5321888412017167,1,0,0,0,0
5017,0,3,24,-1,1,10,0,0,6,1.0,10,1,9,1,6,1,-1.0,218,1,4,0.5321888412017167,1,0,0,0,0
5018,1,0,27,0,0,4,0,0,2,14.0,4,-1,3,-1,2,0,-14.0,1,1,1,0.5321888412017167,1,0,0,0,0
5019,0,0,28,0,0,2,0,0,4,1.0,2,-1,2,-1,4,1,-1.0,2,1,0,0.5321888412017167,1,0,0,0,0
5020,0,2,36,0,0,1,0,0,2,4.0,1,-1,1,-1,2,1,-4.0,0,0,2,0.5321888412017167,1,0,0,0,0
5021,0,2,23,-1,0,3,0,0,0,0.0,3,-1,4,-1,0,1,0.0,0,0,2,0.5321888412017167,1,0,0,0,0
5022,0,3,23,-1,0,2,0,0,0,1.0,2,-1,3,-1,0,1,0.0,0,0,4,0.5321888412017167,1,0,0,0,0
5023,0,3,27,0,0,3,0,0,2,10.0,3,-1,2,-1,2,1,-10.0,10,0,4,0.5321888412017167,1,0,0,0,0
5024,0,3,27,0,0,2,0,0,1,1.0,2,-1,3,-1,1,1,-1.0,1,0,4,0.5321888412017167,1,0,0,0,0
5025,0,0,35,0,0,8,0,0,10,1.0,8,1,3,-1,10,0,0.0,0,1,0,0.5321888412017167,1,0,0,0,0
5026,0,0,24,-1,0,6,1,3,4,1.0,6,0,6,0,4,1,-1.0,1,1,0,0.5321888412017167,1,0,0,0,0
5027,0,0,26,0,0,7,1,2,5,1.0,7,0,7,0,5,1,-1.0,6,1,0,0.5321888412017167,1,0,0,0,0
5028,0,0,45,1,0,2,0,0,3,0.0,2,-1,2,-1,3,0,0.0,1,0,0,0.5321888412017167,1,0,0,0,0
5029,0,2,33,0,0,9,0,0,0,1.0,9,1,3,-1,0,1,0.0,0,1,2,0.5321888412017167,1,0,0,0,0
5030,0,2,21,-1,0,3,1,1,1,1.0,3,-1,6,0,1,0,-1.0,0,0,2,0.5321888412017167,1,0,0,0,0
5031,0,2,29,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,-1.0,1,0,2,0.5321888412017167,1,0,0,0,0
5032,0,0,23,-1,0,4,0,0,1,1.0,4,-1,6,0,1,0,0.0,2,0,0,0.5321888412017167,1,0,0,0,0
5033,0,0,28,0,1,10,1,0,5,1.0,10,1,10,1,5,1,-1.0,136,0,0,0.5321888412017167,1,0,0,0,0
5034,1,3,56,1,0,1,0,0,2,1.0,1,-1,1,-1,2,0,-1.0,49,1,5,0.5321888412017167,1,0,0,0,0
5035,0,0,22,-1,1,7,0,0,2,1.0,7,0,8,1,2,1,-1.0,1,1,0,0.5321888412017167,1,0,0,0,0
5036,1,2,54,1,0,3,0,0,0,1.0,3,-1,1,-1,0,1,0.0,20,1,3,0.5321888412017167,1,0,0,0,0
5037,0,2,30,0,0,8,0,0,13,2.0,8,1,2,-1,13,1,-2.0,33,1,2,0.5321888412017167,1,0,0,0,0
5038,0,2,67,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,0,2,0.5321888412017167,1,0,0,0,0
5039,0,2,55,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,2,0.5321888412017167,1,0,0,0,0
5040,0,0,43,0,0,5,0,0,4,0.0,5,0,4,-1,4,0,0.0,0,1,0,0.5321888412017167,1,0,0,0,0
5041,0,3,31,0,0,5,0,0,0,3.0,5,0,2,-1,0,0,-3.0,0,0,4,0.5321888412017167,1,0,0,0,0
5042,0,0,54,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,0,0.5321888412017167,1,0,0,0,0
5043,0,2,23,-1,0,6,0,4,4,1.0,6,0,4,-1,4,1,0.0,-1,1,2,0.5321888412017167,1,0,0,0,0
5044,0,2,24,-1,0,4,0,2,3,1.0,4,-1,6,0,3,1,0.0,-1,1,2,0.5321888412017167,1,0,0,0,0
5045,0,0,51,1,0,6,0,0,8,1.0,6,0,7,0,8,0,-1.0,0,1,0,0.5321888412017167,1,0,0,0,0
5046,0,2,23,-1,0,8,0,0,3,1.0,8,1,5,0,3,0,-1.0,35,1,2,0.5321888412017167,1,0,0,0,0
5047,0,0,35,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,0,0,0.5321888412017167,1,0,0,0,0
5048,0,2,51,1,0,1,0,0,2,1.0,1,-1,1,-1,2,1,0.0,22,0,2,0.5321888412017167,1,0,0,0,0
5049,0,2,20,-1,0,9,0,0,0,1.0,9,1,7,0,0,1,-1.0,0,1,2,0.5321888412017167,1,0,0,0,0
5050,0,0,42,0,0,6,0,0,1,0.0,6,0,3,-1,1,0,0.0,6,1,0,0.5321888412017167,1,0,0,0,0
5051,0,2,41,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,0,2,0.5321888412017167,1,0,0,0,0
5052,0,0,23,-1,0,8,0,0,2,1.0,8,1,9,1,2,1,-1.0,6,1,0,0.5321888412017167,1,0,0,0,0
5053,0,5,40,0,0,1,0,0,4,1.0,1,-1,1,-1,4,1,-1.0,15,1,6,0.5321888412017167,1,0,0,0,0
5054,0,2,55,1,0,1,0,0,1,3.0,1,-1,1,-1,1,0,-3.0,0,0,2,0.5321888412017167,1,0,0,0,0
5055,0,2,25,0,0,6,0,0,1,1.0,6,0,3,-1,1,1,-1.0,1,0,2,0.5321888412017167,1,0,0,0,0
5056,0,0,23,-1,0,10,0,0,4,1.0,10,1,9,1,4,1,-1.0,0,1,0,0.5321888412017167,1,0,0,0,0
5057,1,2,25,0,0,10,0,0,2,1.0,10,1,8,1,2,1,0.0,181,0,3,0.5321888412017167,1,0,0,0,0
5058,0,2,58,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,2,0.5321888412017167,1,0,0,0,0
5059,0,0,24,-1,0,3,0,0,3,1.0,3,-1,4,-1,3,1,-1.0,0,1,0,0.5321888412017167,1,0,0,0,0
5060,0,0,22,-1,0,8,0,1,0,1.0,8,1,8,1,0,1,-1.0,1,1,0,0.5321888412017167,1,0,0,0,0
5061,1,2,27,0,0,5,0,0,0,0.0,5,0,3,-1,0,1,0.0,0,0,3,0.5321888412017167,1,0,0,0,0
5062,0,5,25,0,0,2,0,0,2,1.0,2,-1,3,-1,2,1,0.0,-1,0,6,0.5321888412017167,1,0,0,0,0
5063,0,2,69,1,0,1,0,0,0,4.0,1,-1,1,-1,0,0,-4.0,0,1,2,0.5321888412017167,1,0,0,0,0
5064,0,2,35,0,0,2,0,0,2,0.0,2,-1,3,-1,2,0,0.0,34,1,2,0.5321888412017167,1,0,0,0,0
5065,1,5,58,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,0,7,0.5321888412017167,1,0,0,0,0
5066,0,2,45,1,0,1,0,0,3,1.0,1,-1,1,-1,3,1,-1.0,1,0,2,0.5321888412017167,1,0,0,0,0
5067,1,0,22,-1,0,9,1,0,3,2.0,9,1,6,0,3,0,-2.0,1,0,1,0.5321888412017167,1,0,0,0,0
5068,0,0,35,0,0,7,0,0,0,1.0,7,0,3,-1,0,1,-1.0,1,1,0,0.5321888412017167,1,0,0,0,0
5069,1,2,39,0,0,7,0,0,8,2.0,7,0,5,0,8,1,-1.0,31,1,3,0.5321888412017167,1,0,0,0,0
5070,0,0,47,1,0,8,0,0,3,1.0,8,1,3,-1,3,1,-1.0,39,1,0,0.5321888412017167,1,0,0,0,0
5071,0,2,46,1,0,4,0,0,4,0.0,4,-1,1,-1,4,1,0.0,1,0,2,0.5321888412017167,1,0,0,0,0
5072,0,0,23,-1,0,9,0,0,6,1.0,9,1,8,1,6,1,-1.0,1,1,0,0.5321888412017167,1,0,0,0,0
5073,0,2,43,0,0,5,0,0,4,1.0,5,0,1,-1,4,1,-1.0,47,0,2,0.5321888412017167,1,0,0,0,0
5074,0,0,45,1,0,7,0,0,13,1.0,7,0,6,0,13,0,-1.0,6,1,0,0.5321888412017167,1,0,0,0,0
5075,1,0,38,0,0,4,0,0,0,1.0,4,-1,1,-1,0,0,-1.0,1,0,1,0.5321888412017167,1,0,0,0,0
5076,0,3,30,0,0,9,0,0,7,1.0,9,1,7,0,7,1,-1.0,1,0,4,0.5321888412017167,1,0,0,0,0
5077,0,2,25,0,0,5,0,1,6,1.0,5,0,4,-1,6,0,-1.0,1,1,2,0.5321888412017167,1,0,0,0,0
5078,0,0,53,1,0,6,0,0,6,1.0,6,0,3,-1,6,0,-1.0,8,1,0,0.5321888412017167,1,0,0,0,0
5079,0,0,27,0,0,7,4,4,9,1.0,7,0,3,-1,9,1,-1.0,0,1,0,0.5321888412017167,1,0,0,0,0
5080,1,0,31,0,0,8,2,0,10,3.0,8,1,4,-1,10,1,-3.0,1,0,1,0.5321888412017167,1,0,0,0,0
5081,1,0,23,-1,0,5,0,0,1,2.0,5,0,5,0,1,1,-2.0,1,1,1,0.5321888412017167,1,0,0,0,0
5082,0,2,43,0,0,1,0,0,2,26.0,1,-1,1,-1,2,1,-26.0,1,0,2,0.5321888412017167,1,0,0,0,0
5083,0,0,24,-1,0,6,0,0,1,1.0,6,0,5,0,1,1,-1.0,57,1,0,0.5321888412017167,1,0,0,0,0
5084,0,0,28,0,0,4,0,0,0,1.0,4,-1,5,0,0,1,0.0,0,0,0,0.5321888412017167,1,0,0,0,0
5085,0,2,33,0,0,7,0,0,3,1.0,7,0,4,-1,3,1,0.0,1,1,2,0.5321888412017167,1,0,0,0,0
5086,0,2,55,1,0,3,0,0,3,1.0,3,-1,1,-1,3,0,0.0,1,0,2,0.5321888412017167,1,0,0,0,0
5087,0,0,24,-1,0,8,0,1,3,1.0,8,1,7,0,3,1,0.0,-1,1,0,0.5321888412017167,1,0,0,0,0
5088,0,2,21,-1,0,8,0,0,0,1.0,8,1,5,0,0,1,0.0,0,1,2,0.5321888412017167,1,0,0,0,0
5089,0,2,47,1,0,5,0,0,3,0.0,5,0,1,-1,3,0,0.0,63,0,2,0.5321888412017167,1,0,0,0,0
5090,0,0,37,0,0,1,0,0,3,1.0,1,-1,1,-1,3,1,-1.0,1,1,0,0.5321888412017167,1,0,0,0,0
5091,0,0,45,1,0,1,0,0,0,6.0,1,-1,1,-1,0,0,-6.0,0,0,0,0.5321888412017167,1,0,0,0,0
5092,0,0,27,0,0,7,0,0,2,1.0,7,0,7,0,2,1,-1.0,246,1,0,0.5321888412017167,1,0,0,0,0
5093,1,0,36,0,0,5,0,0,2,2.0,5,0,3,-1,2,0,-2.0,0,0,1,0.5321888412017167,1,0,0,0,0
5094,1,0,36,0,0,6,0,0,3,1.0,6,0,4,-1,3,1,0.0,0,1,1,0.5321888412017167,1,0,0,0,0
5095,0,0,56,1,0,4,0,0,0,1.0,4,-1,1,-1,0,0,-1.0,1,0,0,0.5321888412017167,1,0,0,0,0
5096,0,0,21,-1,0,4,0,0,1,1.0,4,-1,6,0,1,1,-1.0,1,1,0,0.5321888412017167,1,0,0,0,0
5097,0,0,22,-1,0,9,0,0,3,1.0,9,1,9,1,3,1,-1.0,33,0,0,0.5321888412017167,1,0,0,0,0
5098,0,3,53,1,0,1,0,0,1,8.0,1,-1,1,-1,1,0,-8.0,2,1,4,0.5321888412017167,1,0,0,0,0
5099,1,0,22,-1,0,5,0,0,2,1.0,5,0,7,0,2,1,-1.0,1,0,1,0.5321888412017167,1,0,0,0,0
5100,0,2,34,0,0,6,0,1,5,2.0,6,0,5,0,5,1,-1.0,0,1,2,0.5321888412017167,1,0,0,0,0
5101,0,2,22,-1,0,3,0,0,0,1.0,3,-1,5,0,0,1,-1.0,0,0,2,0.5321888412017167,1,0,0,0,0
5102,0,0,35,0,0,4,0,0,5,1.0,4,-1,3,-1,5,1,-1.0,225,1,0,0.5321888412017167,1,0,0,0,0
5103,0,0,26,0,0,8,0,0,4,0.0,8,1,5,0,4,1,0.0,0,1,0,0.5321888412017167,1,0,0,0,0
5104,1,2,30,0,0,3,0,0,1,27.0,3,-1,2,-1,1,0,-27.0,0,0,3,0.5321888412017167,1,0,0,0,0
5105,1,2,28,0,0,6,0,0,0,2.0,6,0,2,-1,0,0,-2.0,0,0,3,0.5321888412017167,1,0,0,0,0
5106,0,2,32,0,0,6,0,0,0,1.0,6,0,8,1,0,0,-1.0,17,1,2,0.5321888412017167,1,0,0,0,0
5107,0,0,35,0,0,8,0,0,6,1.0,8,1,6,0,6,1,-1.0,10,1,0,0.5321888412017167,1,0,0,0,0
5108,0,0,37,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,0,0,0,0.5321888412017167,1,0,0,0,0
5109,0,3,35,0,0,6,0,0,5,1.0,6,0,6,0,5,0,-1.0,2,1,4,0.5321888412017167,1,0,0,0,0
5110,0,2,32,0,0,6,0,0,3,1.0,6,0,2,-1,3,1,0.0,-1,1,2,0.5321888412017167,1,0,0,0,0
5111,0,0,23,-1,0,3,0,0,0,1.0,3,-1,3,-1,0,1,0.0,1,0,0,0.5321888412017167,1,0,0,0,0
5112,0,0,34,0,0,1,0,0,5,1.0,1,-1,2,-1,5,1,-1.0,4,0,0,0.5321888412017167,1,0,0,0,0
5113,0,0,43,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,1,0,0.5321888412017167,1,0,0,0,0
5114,0,3,30,0,0,2,0,0,0,0.0,2,-1,2,-1,0,1,0.0,0,0,4,0.5321888412017167,1,0,0,0,0
5115,0,0,35,0,0,4,0,0,1,1.0,4,-1,3,-1,1,1,-1.0,0,0,0,0.5321888412017167,1,0,0,0,0
5116,0,2,40,0,0,8,0,0,0,1.0,8,1,10,1,0,0,-1.0,29,1,2,0.5321888412017167,1,0,0,0,0
5117,0,0,25,0,0,5,0,0,0,1.0,5,0,3,-1,0,1,0.0,0,0,0,0.5321888412017167,1,0,0,0,0
5118,1,2,29,0,0,7,0,0,2,1.0,7,0,4,-1,2,1,-1.0,8,1,3,0.5321888412017167,1,0,0,0,0
5119,0,2,52,1,0,3,0,0,4,1.0,3,-1,2,-1,4,0,-1.0,1,1,2,0.5321888412017167,1,0,0,0,0
5120,0,2,26,0,0,2,0,0,2,1.0,2,-1,3,-1,2,1,0.0,-1,1,2,0.5321888412017167,1,0,0,0,0
5121,1,2,34,0,0,8,0,0,0,1.0,8,1,2,-1,0,1,-1.0,31,1,3,0.5321888412017167,1,0,0,0,0
5122,0,2,26,0,0,7,0,0,1,1.0,7,0,6,0,1,1,-1.0,3,1,2,0.5321888412017167,1,0,0,0,0
5123,1,3,33,0,0,2,0,0,0,2.0,2,-1,1,-1,0,1,-2.0,0,0,5,0.5321888412017167,1,0,0,0,0
5124,0,0,29,0,0,8,0,0,29,1.0,8,1,9,1,29,1,-1.0,5,1,0,0.5321888412017167,1,0,0,0,0
5125,0,0,31,0,0,10,0,2,11,1.0,10,1,7,0,11,1,0.0,-1,1,0,0.5321888412017167,1,0,0,0,0
5126,1,0,35,0,0,2,0,0,0,1.0,2,-1,1,-1,0,0,-1.0,0,0,1,0.5321888412017167,1,0,0,0,0
5127,0,2,32,0,0,2,0,0,6,1.0,2,-1,3,-1,6,1,-1.0,2,1,2,0.5321888412017167,1,0,0,0,0
5128,1,2,24,-1,0,8,0,0,0,1.0,8,1,5,0,0,1,-1.0,1,0,3,0.5321888412017167,1,0,0,0,0
5129,0,0,20,-1,0,5,0,2,0,1.0,5,0,7,0,0,1,-1.0,0,1,0,0.5321888412017167,1,0,0,0,0
5130,0,0,29,0,0,5,0,0,0,1.0,5,0,2,-1,0,0,-1.0,1,0,0,0.5321888412017167,1,0,0,0,0
5131,0,2,34,0,0,2,0,0,5,43.0,2,-1,4,-1,5,0,-1.0,6,1,2,0.5321888412017167,1,0,0,0,0
5132,1,5,24,-1,0,3,0,0,0,1.0,3,-1,3,-1,0,1,-1.0,1,0,7,0.5321888412017167,1,0,0,0,0
5133,1,0,29,0,0,10,0,0,0,1.0,10,1,7,0,0,1,-1.0,1,0,1,0.5321888412017167,1,0,0,0,0
5134,1,2,34,0,0,3,0,0,0,1.0,3,-1,2,-1,0,1,-1.0,62,1,3,0.5321888412017167,1,0,0,0,0
5135,0,0,24,-1,0,9,0,0,7,1.0,9,1,6,0,7,1,-1.0,199,1,0,0.5321888412017167,1,0,0,0,0
5136,0,0,31,0,0,5,0,0,1,1.0,5,0,2,-1,1,0,-1.0,0,1,0,0.5321888412017167,1,0,0,0,0
5137,0,0,33,0,0,4,0,0,1,1.0,4,-1,3,-1,1,1,-1.0,0,1,0,0.5321888412017167,1,0,0,0,0
5138,0,0,27,0,0,9,0,0,9,0.0,9,1,8,1,9,1,0.0,0,1,0,0.5321888412017167,1,0,0,0,0
5139,0,2,23,-1,0,8,0,0,3,1.0,8,1,6,0,3,0,-1.0,26,1,2,0.5321888412017167,1,0,0,0,0
5140,0,0,49,1,0,5,0,0,11,1.0,5,0,4,-1,11,0,-1.0,32,1,0,0.5321888412017167,1,0,0,0,0
5141,1,0,31,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,0.0,1,0,1,0.5321888412017167,1,0,0,0,0
5142,0,0,29,0,0,10,0,0,7,0.0,10,1,9,1,7,0,0.0,8,1,0,0.5321888412017167,1,0,0,0,0
5143,0,0,26,0,0,6,0,0,1,1.0,6,0,5,0,1,0,-1.0,29,1,0,0.5321888412017167,1,0,0,0,0
5144,0,2,27,0,0,7,0,0,2,1.0,7,0,6,0,2,1,-1.0,0,1,2,0.5321888412017167,1,0,0,0,0
5145,0,2,22,-1,0,6,0,1,1,1.0,6,0,7,0,1,1,-1.0,0,0,2,0.5321888412017167,1,0,0,0,0
5146,0,0,24,-1,0,8,0,0,2,1.0,8,1,6,0,2,0,0.0,49,1,0,0.5321888412017167,1,0,0,0,0
5147,0,0,51,1,0,5,0,0,11,1.0,5,0,7,0,11,0,-1.0,79,1,0,0.5321888412017167,1,0,0,0,0
5148,0,0,34,0,0,7,0,0,12,1.0,7,0,5,0,12,1,0.0,34,0,0,0.5321888412017167,1,0,0,0,0
5149,0,5,20,-1,0,3,0,0,0,1.0,3,-1,5,0,0,1,-1.0,1,1,6,0.5321888412017167,1,0,0,0,0
5150,0,2,26,0,0,4,0,0,4,0.0,4,-1,3,-1,4,1,0.0,2,1,2,0.5321888412017167,1,0,0,0,0
5151,0,2,30,0,0,3,0,1,1,1.0,3,-1,3,-1,1,1,-1.0,0,0,2,0.5321888412017167,1,0,0,0,0
5152,1,0,22,-1,0,8,0,0,0,6.0,8,1,8,1,0,1,-6.0,0,0,1,0.5321888412017167,1,0,0,0,0
5153,0,0,43,0,0,5,0,0,0,1.0,5,0,4,-1,0,1,-1.0,1,1,0,0.5321888412017167,1,0,0,0,0
5154,0,0,33,0,0,7,0,0,21,6.0,7,0,6,0,21,0,-6.0,6,1,0,0.5321888412017167,1,0,0,0,0
5155,0,0,39,0,0,4,0,0,0,1.0,4,-1,1,-1,0,1,-1.0,0,1,0,0.5321888412017167,1,0,0,0,0
5156,0,2,39,0,0,2,0,0,2,2.0,2,-1,2,-1,2,1,-2.0,1,1,2,0.5321888412017167,1,0,0,0,0
5157,0,0,22,-1,0,10,0,1,1,0.0,10,1,10,1,1,1,0.0,0,1,0,0.5321888412017167,1,0,0,0,0
5158,0,2,34,0,0,5,0,1,3,1.0,5,0,5,0,3,0,-1.0,0,0,2,0.5321888412017167,1,0,0,0,0
5159,1,3,38,0,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,25,0,5,0.5321888412017167,1,0,0,0,0
5160,0,0,47,1,0,8,0,0,0,1.0,8,1,6,0,0,1,-1.0,1,1,0,0.5321888412017167,1,0,0,0,0
5161,0,0,33,0,0,7,0,0,2,1.0,7,0,7,0,2,1,-1.0,258,0,0,0.5321888412017167,1,0,0,0,0
5162,0,0,29,0,0,8,1,1,8,1.0,8,1,4,-1,8,1,-1.0,2,1,0,0.5321888412017167,1,0,0,0,0
5163,0,2,43,0,0,2,0,0,2,0.0,2,-1,1,-1,2,1,0.0,5,1,2,0.5321888412017167,1,0,0,0,0
5164,1,2,51,1,0,4,0,0,0,1.0,4,-1,1,-1,0,0,-1.0,1,1,3,0.5321888412017167,1,0,0,0,0
5165,0,0,25,0,0,3,0,0,1,0.0,3,-1,4,-1,1,1,0.0,0,0,0,0.5321888412017167,1,0,0,0,0
