sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,c_charge_desc_id,two_year_recid
1,3,27,0,0,3,0,0,0,1.0,3,-1,3,-1,0,0,0.0,0,2,0
0,0,30,0,0,2,1,0,1,1.0,2,-1,2,-1,1,0,-1.0,1,1,0
1,2,33,0,0,6,0,0,3,2.0,6,0,2,-1,3,1,-2.0,1,3,1
0,2,24,-1,0,2,0,0,2,0.0,2,-1,3,-1,2,0,0.0,0,3,0
0,1,52,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,4,0
1,2,29,0,0,6,0,0,0,2.0,6,0,3,-1,0,0,-1.0,-1,1,0
1,2,42,0,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,1,0,1
1,2,30,0,0,2,0,1,1,0.0,2,-1,2,-1,1,1,0.0,0,4,0
0,0,33,0,0,5,0,0,0,1.0,5,0,4,-1,0,1,-1.0,45,4,0
0,3,38,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,4,1,0
0,0,21,-1,0,6,0,1,2,1.0,6,0,6,0,2,1,-1.0,7,3,1
1,2,41,0,0,4,0,0,9,5.0,4,-1,1,-1,9,0,2.0,0,4,1
1,0,28,0,0,8,0,0,5,1.0,8,1,7,0,5,0,-1.0,2,4,0
1,0,52,1,0,1,0,0,3,0.0,1,-1,1,-1,3,1,0.0,0,4,0
0,3,21,-1,0,8,0,3,1,25.0,8,1,6,0,1,1,-25.0,0,3,0
1,3,22,-1,0,5,0,0,1,1.0,5,0,5,0,1,1,-1.0,2,4,0
0,3,32,0,0,3,0,0,3,1.0,3,-1,2,-1,3,1,0.0,0,4,0
0,0,25,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,0.0,90,2,1
1,0,27,0,0,3,0,0,0,1.0,3,-1,3,-1,0,0,-1.0,1,1,0
0,2,35,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,0.0,0,0,0
0,0,40,0,0,3,0,0,2,1.0,3,-1,3,-1,2,0,-1.0,0,1,0
1,5,29,0,0,3,0,0,0,1.0,3,-1,3,-1,0,1,-1.0,47,1,0
0,0,24,-1,0,9,0,2,2,1.0,9,1,7,0,2,0,-1.0,24,1,1
0,0,24,-1,5,10,1,0,10,1.0,10,1,9,1,10,1,0.0,0,3,1
0,3,36,0,0,10,1,0,26,1.0,10,1,6,0,26,1,-1.0,117,4,1
0,3,26,0,0,3,0,0,5,1.0,3,-1,2,-1,5,1,-1.0,0,4,0
0,2,50,1,0,2,0,0,1,0.0,2,-1,3,-1,1,1,0.0,9,1,0
0,0,21,-1,0,7,0,0,1,1.0,7,0,8,1,1,1,-1.0,0,4,1
0,3,51,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0
0,0,24,-1,0,5,0,2,2,1.0,5,0,5,0,2,1,-1.0,0,4,1
0,0,29,0,0,1,0,0,3,1.0,1,-1,2,-1,3,0,-1.0,1,3,0
1,2,25,0,0,4,0,0,0,0.0,4,-1,4,-1,0,0,0.0,0,1,0
0,0,38,0,0,3,0,0,0,1.0,3,-1,1,-1,0,1,-1.0,0,4,1
0,2,46,1,0,3,0,0,1,1.0,3,-1,3,-1,1,1,-1.0,10,4,0
0,0,33,0,0,7,0,2,9,28.0,7,0,7,0,9,0,-28.0,14,1,1
0,3,31,0,0,7,1,0,19,1.0,7,0,2,-1,19,1,-1.0,0,3,1
0,5,21,-1,0,4,0,0,0,1.0,4,-1,6,0,0,0,-1.0,4,1,0
0,5,60,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,1,1,1
1,0,39,0,0,5,0,0,3,1.0,5,0,3,-1,3,1,-1.0,0,4,1
0,0,35,0,0,4,0,0,4,1.0,4,-1,5,0,4,1,-1.0,11,4,0
0,2,49,1,0,2,0,0,12,1.0,2,-1,2,-1,12,1,-1.0,2,4,1
0,5,26,0,0,4,0,0,1,1.0,4,-1,7,0,1,0,-1.0,1,1,0
0,2,27,0,0,5,0,0,0,0.0,5,0,4,-1,0,0,0.0,2,1,0
0,0,22,-1,0,6,1,3,2,1.0,6,0,5,0,2,1,-1.0,0,4,0
1,0,29,0,0,4,0,0,0,1.0,4,-1,2,-1,0,1,-1.0,1,1,1
0,0,31,0,0,9,0,0,0,1.0,9,1,4,-1,0,0,-1.0,1,3,0
0,3,31,0,0,6,0,0,5,0.0,6,0,6,0,5,1,0.0,37,3,1
1,3,29,0,0,3,0,0,0,0.0,3,-1,3,-1,0,1,0.0,0,1,0
1,2,65,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,4,0
1,3,34,0,0,3,0,0,1,5.0,3,-1,1,-1,1,0,-5.0,3,1,0
0,2,24,-1,0,10,0,2,6,0.0,10,1,5,0,6,1,0.0,7,4,0
0,0,46,1,0,2,0,0,0,0.0,2,-1,1,-1,0,0,0.0,1,4,0
0,0,20,-1,0,4,0,0,0,1.0,4,-1,6,0,0,1,0.0,-1,3,1
0,0,29,0,0,10,0,0,16,1.0,10,1,9,1,16,1,-1.0,33,4,1
0,0,29,0,0,3,0,0,7,0.0,3,-1,2,-1,7,1,0.0,2,4,0
1,2,56,1,0,1,0,0,3,1.0,1,-1,1,-1,3,1,-1.0,0,4,0
0,0,21,-1,0,4,0,0,0,1.0,4,-1,7,0,0,1,0.0,1,0,0
0,0,40,0,0,10,0,0,0,0.0,10,1,9,1,0,1,0.0,4,3,1
0,0,22,-1,0,9,0,0,2,1.0,9,1,8,1,2,0,-1.0,54,2,1
0,2,39,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,3,0
0,0,22,-1,0,8,1,0,1,0.0,8,1,10,1,1,1,0.0,-1,1,1
1,5,27,0,0,6,0,0,5,1.0,6,0,4,-1,5,1,-2.0,1,4,1
0,2,36,0,0,2,0,0,1,0.0,2,-1,1,-1,1,1,0.0,0,4,0
0,0,30,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,-1.0,1,2,0
0,0,36,0,0,6,0,0,0,1.0,6,0,5,0,0,0,-1.0,1,1,0
0,0,32,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,2,1,0
1,0,34,0,0,9,0,0,5,1.0,9,1,2,-1,5,1,-1.0,25,2,1
0,5,23,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,0,-1.0,0,3,0
0,2,52,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0
0,2,20,-1,0,10,1,1,1,1.0,10,1,10,1,1,1,-1.0,13,0,1
0,0,38,0,0,4,0,0,5,1.0,4,-1,2,-1,5,0,-1.0,5,1,0
0,2,46,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,4,0
0,0,27,0,0,4,0,0,0,1.0,4,-1,4,-1,0,1,-1.0,9,4,1
0,0,20,-1,0,3,0,0,2,17.0,3,-1,5,0,2,1,-17.0,16,1,1
1,2,29,0,0,2,0,0,1,7.0,2,-1,2,-1,1,1,-6.0,1,4,1
1,0,35,0,0,2,0,0,7,1.0,2,-1,1,-1,7,1,-1.0,2,4,1
0,2,37,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,1,1,1
0,2,63,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,4,0
0,0,27,0,0,4,0,0,1,1.0,4,-1,5,0,1,1,-1.0,0,1,1
0,0,27,0,0,5,0,0,0,1.0,5,0,4,-1,0,1,-1.0,3,4,0
0,0,24,-1,0,6,0,0,2,0.0,6,0,5,0,2,0,0.0,0,3,1
0,3,30,0,0,2,0,0,1,1.0,2,-1,2,-1,1,1,0.0,-1,4,1
0,2,25,0,0,10,0,0,4,0.0,10,1,9,1,4,1,0.0,33,4,1
0,0,27,0,0,1,0,0,0,1.0,1,-1,2,-1,0,0,0.0,1,1,0
1,0,48,1,0,5,0,0,0,1.0,5,0,3,-1,0,0,-1.0,9,1,0
1,0,26,0,0,4,0,0,1,23.0,4,-1,5,0,1,0,-23.0,0,1,0
0,5,58,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,0,4,0
0,2,23,-1,0,5,0,2,1,20.0,5,0,6,0,1,1,-20.0,19,4,1
0,2,22,-1,0,4,1,1,3,1.0,4,-1,5,0,3,0,0.0,0,1,1
0,0,41,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,3,4,0
0,0,21,-1,0,7,0,0,0,1.0,7,0,7,0,0,1,-1.0,0,4,0
0,5,26,0,0,2,0,0,0,1.0,2,-1,3,-1,0,0,-1.0,1,1,0
1,0,39,0,0,6,0,0,3,1.0,6,0,2,-1,3,0,-1.0,2,4,0
0,2,46,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0
0,5,33,0,0,8,1,0,7,1.0,8,1,3,-1,7,1,-1.0,116,4,1
0,0,36,0,0,4,0,0,2,0.0,4,-1,1,-1,2,1,-1.0,47,4,1
0,4,20,-1,0,9,1,0,1,5.0,9,1,9,1,1,1,-5.0,5,4,1
0,2,32,0,0,3,0,0,0,1.0,3,-1,3,-1,0,0,-1.0,0,1,0
0,0,38,0,0,4,0,0,17,1.0,4,-1,1,-1,17,0,-1.0,1,1,1
0,3,64,1,0,1,0,0,1,2.0,1,-1,1,-1,1,0,-2.0,0,3,0
0,0,22,-1,0,5,0,0,1,1.0,5,0,5,0,1,1,-1.0,5,4,1
0,2,69,1,0,1,0,0,0,7.0,1,-1,1,-1,0,0,-7.0,2,3,1
0,0,26,0,0,4,0,0,2,23.0,4,-1,4,-1,2,1,-23.0,0,2,0
1,0,27,0,0,6,0,0,1,1.0,6,0,4,-1,1,0,-1.0,16,1,1
0,0,22,-1,0,8,0,0,2,1.0,8,1,8,1,2,1,-1.0,1,1,0
1,2,43,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,0,1,0
1,2,55,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,4,0
0,3,34,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,76,0,0
0,0,20,-1,0,2,0,2,1,1.0,2,-1,6,0,1,1,-1.0,2,4,0
0,0,22,-1,0,7,0,0,1,1.0,7,0,7,0,1,0,-1.0,1,2,1
0,2,33,0,0,9,0,0,9,1.0,9,1,5,0,9,1,-1.0,49,4,1
0,2,55,1,0,8,0,0,7,0.0,8,1,10,1,7,1,0.0,0,3,0
0,0,22,-1,0,6,0,0,1,1.0,6,0,8,1,1,1,-1.0,1,1,0
0,0,55,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,9,4,0
1,2,43,0,0,1,0,0,0,2.0,1,-1,1,-1,0,1,-2.0,1,4,1
0,0,21,-1,0,10,0,3,0,1.0,10,1,9,1,0,1,-1.0,6,3,1
0,0,23,-1,0,2,0,0,0,1.0,2,-1,4,-1,0,1,-1.0,0,4,0
1,2,28,0,0,5,0,0,1,2.0,5,0,2,-1,1,0,-2.0,0,4,0
0,5,45,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,1,4,0
0,0,39,0,0,1,0,0,1,1.0,1,-1,2,-1,1,1,-1.0,13,2,0
0,2,79,1,0,1,0,0,1,22.0,1,-1,1,-1,1,0,-22.0,1,4,0
0,2,48,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0,0,0
0,3,20,-1,0,8,2,1,2,1.0,8,1,8,1,2,1,-1.0,31,4,1
0,0,31,0,1,8,0,0,5,1.0,8,1,3,-1,5,0,-1.0,0,4,0
0,2,30,0,0,5,1,0,4,3.0,5,0,2,-1,4,0,-3.0,0,4,1
0,0,32,0,0,4,0,0,5,1.0,4,-1,2,-1,5,1,-1.0,0,4,1
0,2,56,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,3,1,0
0,0,43,0,0,1,0,0,2,1.0,1,-1,1,-1,2,0,-1.0,2,1,0
0,3,20,-1,0,3,0,2,0,1.0,3,-1,5,0,0,1,-1.0,0,4,0
0,0,27,0,0,7,0,0,21,0.0,7,0,3,-1,21,1,0.0,35,0,1
0,0,41,0,0,6,0,0,0,4.0,6,0,2,-1,0,0,-4.0,3,1,0
0,5,24,-1,0,3,0,0,1,1.0,3,-1,3,-1,1,1,-1.0,1,4,0
0,0,43,0,0,1,0,0,3,4.0,1,-1,1,-1,3,0,-4.0,1,0,1
1,0,33,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,4,0
0,0,22,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,1,-1.0,9,1,0
0,0,34,0,0,1,0,0,3,1.0,1,-1,1,-1,3,1,-1.0,1,1,0
0,2,36,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,3,0
0,2,69,1,0,5,0,0,0,1.0,5,0,1,-1,0,1,-1.0,0,4,0
0,2,32,0,0,5,0,0,5,1.0,5,0,4,-1,5,1,-1.0,0,4,1
0,0,22,-1,0,7,0,0,1,0.0,7,0,5,0,1,1,0.0,0,3,1
0,2,46,1,0,5,0,0,0,1.0,5,0,2,-1,0,1,-1.0,78,4,0
0,2,34,0,0,5,0,0,1,15.0,5,0,3,-1,1,0,-14.0,1,1,0
1,3,32,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,10,1,0
0,0,39,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,3,0
0,0,25,0,0,7,0,1,6,1.0,7,0,7,0,6,0,-1.0,1,1,1
1,3,21,-1,0,4,0,1,0,1.0,4,-1,6,0,0,0,-1.0,1,1,1
0,0,63,1,0,6,0,0,9,1.0,6,0,1,-1,9,1,0.0,1,4,1
0,2,24,-1,0,4,0,0,8,1.0,4,-1,5,0,8,1,-1.0,0,1,1
0,2,29,0,0,5,0,0,2,2.0,5,0,4,-1,2,0,-2.0,1,2,0
0,0,20,-1,0,8,3,0,3,0.0,8,1,8,1,3,1,0.0,-1,3,1
1,2,40,0,0,5,0,0,0,1.0,5,0,2,-1,0,0,-1.0,2,1,0
0,0,30,0,0,8,0,0,7,0.0,8,1,4,-1,7,1,0.0,0,4,1
0,2,50,1,0,7,0,0,5,8.0,7,0,1,-1,5,1,-8.0,5,4,0
0,0,37,0,0,7,0,0,4,1.0,7,0,7,0,4,0,-1.0,75,4,1
0,0,34,0,0,7,0,0,1,1.0,7,0,2,-1,1,1,0.0,-1,3,0
1,3,35,0,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,1,4,0
1,0,31,0,0,2,0,0,1,1.0,2,-1,1,-1,1,0,-1.0,1,1,1
0,2,23,-1,0,7,0,1,10,0.0,7,0,6,0,10,1,-1.0,70,4,0
0,3,22,-1,0,4,0,0,0,1.0,4,-1,5,0,0,1,-1.0,32,1,1
0,2,37,0,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,4,4,1
0,5,20,-1,0,4,0,0,0,2.0,4,-1,7,0,0,1,-2.0,0,4,0
0,2,26,0,0,5,0,0,2,1.0,5,0,4,-1,2,1,-1.0,0,3,0
0,0,34,0,0,9,0,0,12,1.0,9,1,5,0,12,1,-1.0,11,0,1
0,2,59,1,0,1,0,0,2,15.0,1,-1,1,-1,2,0,-15.0,0,3,1
0,2,37,0,0,2,0,0,2,12.0,2,-1,3,-1,2,0,-12.0,12,3,0
0,5,38,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,4,1
0,2,45,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,5,1,1
0,0,22,-1,0,8,0,0,1,1.0,8,1,7,0,1,1,-1.0,36,4,0
0,0,24,-1,0,8,0,1,3,1.0,8,1,6,0,3,1,26.0,35,3,1
0,0,25,0,0,5,0,0,5,1.0,5,0,7,0,5,1,-1.0,36,1,0
0,0,24,-1,0,6,0,0,6,1.0,6,0,6,0,6,1,-1.0,1,4,1
0,0,20,-1,0,4,0,0,1,1.0,4,-1,7,0,1,0,-1.0,1,1,1
1,2,32,0,0,2,0,0,2,1.0,2,-1,2,-1,2,1,-1.0,0,3,1
0,0,49,1,0,8,0,0,3,1.0,8,1,2,-1,3,1,-1.0,0,3,1
0,2,31,0,0,7,0,0,11,1.0,7,0,2,-1,11,1,-1.0,0,4,1
0,2,58,1,0,7,0,0,7,1.0,7,0,3,-1,7,1,-1.0,185,3,1
0,3,50,1,0,1,0,0,2,0.0,1,-1,1,-1,2,0,0.0,0,4,0
0,0,26,0,0,7,1,1,11,1.0,7,0,4,-1,11,1,-1.0,1,4,1
0,0,20,-1,1,6,0,0,1,20.0,6,0,8,1,1,1,-20.0,2,4,0
0,2,51,1,0,2,0,0,1,1.0,2,-1,1,-1,1,0,-1.0,1,1,1
0,0,30,0,0,2,0,0,2,1.0,2,-1,2,-1,2,0,-1.0,18,1,0
0,5,39,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,3,1,0
0,0,26,0,0,6,0,0,2,1.0,6,0,4,-1,2,1,-1.0,33,1,0
0,5,20,-1,0,5,0,0,0,1.0,5,0,6,0,0,0,-1.0,0,1,0
1,2,26,0,0,5,0,0,0,4.0,5,0,4,-1,0,1,-4.0,0,3,0
0,0,26,0,0,4,0,0,5,1.0,4,-1,3,-1,5,1,-1.0,2,1,0
0,2,20,-1,0,2,0,2,0,1.0,2,-1,6,0,0,1,-1.0,1,1,0
0,0,28,0,0,3,0,0,0,0.0,3,-1,3,-1,0,1,0.0,15,4,1
0,0,23,-1,0,2,1,2,1,1.0,2,-1,4,-1,1,0,-1.0,0,4,1
1,0,21,-1,0,5,0,0,0,4.0,5,0,7,0,0,0,-4.0,0,2,0
0,5,25,0,0,9,0,0,0,1.0,9,1,8,1,0,1,-1.0,1,3,1
0,2,30,0,0,3,0,0,0,1.0,3,-1,2,-1,0,1,-1.0,1,1,0
0,2,21,-1,0,9,2,7,2,4.0,9,1,9,1,2,1,-3.0,0,3,1
0,2,20,-1,1,7,0,0,1,77.0,7,0,9,1,1,1,13.0,40,4,1
0,2,24,-1,0,6,0,0,5,504.0,6,0,4,-1,5,1,16.0,18,4,1
0,0,35,0,0,10,0,0,22,0.0,10,1,7,0,22,1,0.0,2,0,1
1,5,27,0,0,3,0,0,0,1.0,3,-1,3,-1,0,1,-1.0,2,4,1
0,2,50,1,0,2,0,0,2,1.0,2,-1,1,-1,2,1,-1.0,9,4,1
0,0,25,0,0,9,0,0,5,1.0,9,1,9,1,5,0,-1.0,1,4,0
0,0,31,0,1,8,1,1,12,1.0,8,1,5,0,12,0,-1.0,40,2,1
0,0,26,0,0,9,0,0,0,1.0,9,1,10,1,0,1,-1.0,1,4,0
0,0,22,-1,0,4,0,0,0,1.0,4,-1,5,0,0,1,-1.0,1,3,0
0,0,29,0,0,3,0,0,0,0.0,3,-1,3,-1,0,1,0.0,0,0,0
0,5,33,0,0,1,0,0,2,1.0,1,-1,1,-1,2,1,0.0,0,2,1
0,2,52,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0,1,0
0,3,37,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,1
0,0,21,-1,0,7,0,0,0,1.0,7,0,7,0,0,1,-1.0,0,3,0
0,2,21,-1,0,8,0,0,1,1.0,8,1,6,0,1,1,0.0,-1,3,0
1,2,20,-1,0,8,0,0,0,0.0,8,1,5,0,0,1,0.0,2,4,1
0,3,43,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,0,4,1
0,2,30,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,4,1
1,0,33,0,0,4,0,0,3,1.0,4,-1,2,-1,3,0,0.0,4,0,1
0,0,24,-1,0,7,0,0,3,0.0,7,0,6,0,3,1,0.0,93,0,0
1,3,52,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,1
1,0,30,0,0,7,0,0,11,0.0,7,0,3,-1,11,1,0.0,6,0,1
1,2,30,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,0,1,0
0,0,47,1,0,2,0,0,13,0.0,2,-1,1,-1,13,1,0.0,0,4,1
0,0,41,0,0,9,1,0,9,733.0,9,1,6,0,9,0,-1.0,2,0,0
0,3,21,-1,1,10,0,0,4,1.0,10,1,10,1,4,1,-1.0,0,4,1
0,2,48,1,0,2,0,0,6,27.0,2,-1,1,-1,6,1,-26.0,5,0,0
0,0,52,1,0,9,0,0,2,1.0,9,1,3,-1,2,1,-1.0,33,3,1
1,0,34,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,1,1,0
0,2,35,0,0,3,0,0,0,1.0,3,-1,2,-1,0,1,-1.0,1,3,1
0,5,25,0,0,4,0,0,1,1.0,4,-1,3,-1,1,1,-1.0,1,3,1
0,0,24,-1,0,2,0,1,1,1.0,2,-1,3,-1,1,1,-1.0,0,3,1
0,0,25,0,0,2,0,0,1,0.0,2,-1,3,-1,1,0,0.0,0,1,0
0,0,34,0,0,9,1,0,20,1.0,9,1,5,0,20,1,-1.0,26,3,1
0,0,25,0,0,4,0,0,2,1.0,4,-1,3,-1,2,1,-1.0,0,1,1
0,3,24,-1,1,6,0,0,4,1.0,6,0,5,0,4,1,-1.0,0,0,1
0,2,56,1,0,1,0,0,6,1.0,1,-1,1,-1,6,1,-1.0,0,3,0
0,0,23,-1,0,4,0,0,0,1.0,4,-1,5,0,0,1,0.0,0,1,0
0,2,21,-1,0,4,0,0,0,1.0,4,-1,6,0,0,0,-1.0,1,4,0
0,2,66,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,1,0
0,0,28,0,0,7,0,0,7,1.0,7,0,4,-1,7,0,-1.0,0,2,0
0,2,29,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,-1,3,0
0,2,22,-1,0,7,0,0,3,1.0,7,0,5,0,3,1,0.0,2,3,1
0,2,39,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,1,0
0,0,33,0,0,8,0,1,9,1.0,8,1,4,-1,9,0,-1.0,1,1,1
0,2,29,0,0,1,0,0,2,1.0,1,-1,3,-1,2,1,-1.0,0,4,1
0,2,31,0,0,2,0,0,1,1.0,2,-1,2,-1,1,1,-1.0,1,4,0
0,0,22,-1,0,8,0,0,0,1.0,8,1,6,0,0,0,-1.0,53,1,0
1,2,22,-1,0,5,0,0,0,1.0,5,0,5,0,0,0,-1.0,0,1,0
0,2,35,0,0,4,0,2,3,1.0,4,-1,1,-1,3,1,0.0,1,3,0
0,2,29,0,0,4,0,0,3,1.0,4,-1,4,-1,3,1,-1.0,1,4,1
0,2,56,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0,4,0
1,0,34,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,0,0
0,0,23,-1,0,4,0,0,1,1.0,4,-1,5,0,1,1,-1.0,3,4,1
0,0,27,0,1,5,0,0,1,1.0,5,0,4,-1,1,1,0.0,0,4,1
0,2,43,0,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,0,4,0
0,2,38,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,3,0
0,2,39,0,0,3,0,0,3,1.0,3,-1,6,0,3,1,-1.0,0,0,0
0,0,24,-1,0,3,0,1,1,1.0,3,-1,3,-1,1,1,-1.0,0,3,1
0,0,26,0,0,3,0,0,2,0.0,3,-1,3,-1,2,0,0.0,-1,4,0
1,2,55,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,1,0
0,0,35,0,0,6,0,0,1,1.0,6,0,2,-1,1,1,-1.0,0,4,1
0,0,61,1,0,7,0,0,25,1.0,7,0,4,-1,25,1,-1.0,1,4,0
0,5,33,0,0,1,0,0,0,1.0,1,-1,2,-1,0,0,-1.0,10,1,0
0,2,40,0,0,7,0,0,4,1.0,7,0,7,0,4,1,0.0,1,1,0
0,0,33,0,0,2,0,0,3,1.0,2,-1,1,-1,3,1,0.0,0,4,0
0,2,26,0,0,6,0,0,0,1.0,6,0,4,-1,0,1,-1.0,1,4,1
0,2,32,0,0,9,1,0,15,1.0,9,1,9,1,15,1,0.0,90,4,1
0,0,28,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,0,4,0
0,2,45,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,1,0
0,2,30,0,0,9,0,0,0,1.0,9,1,3,-1,0,1,-1.0,37,4,1
1,2,57,1,0,2,0,0,4,1.0,2,-1,1,-1,4,1,-1.0,257,4,0
0,0,26,0,0,7,0,0,3,1.0,7,0,9,1,3,1,-1.0,47,1,1
0,0,35,0,0,8,0,0,1,1.0,8,1,4,-1,1,1,-1.0,0,4,0
0,3,54,1,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,2,4,0
1,0,29,0,0,5,0,0,0,1.0,5,0,4,-1,0,1,-1.0,2,3,0
1,2,40,0,0,2,0,0,0,1.0,2,-1,1,-1,0,0,-1.0,1,4,0
0,2,28,0,0,2,0,0,1,1.0,2,-1,3,-1,1,1,-1.0,1,4,1
1,0,25,0,0,2,0,1,0,1.0,2,-1,2,-1,0,0,-1.0,0,1,0
0,0,44,0,0,6,0,0,3,1.0,6,0,5,0,3,0,-1.0,2,4,0
0,2,23,-1,0,4,0,1,4,1.0,4,-1,4,-1,4,1,-1.0,0,0,1
0,0,29,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,-1.0,72,4,0
0,2,56,1,0,1,0,0,0,4.0,1,-1,1,-1,0,0,-4.0,0,3,0
1,0,27,0,0,3,0,0,0,1.0,3,-1,3,-1,0,0,-1.0,1,1,0
1,2,29,0,0,7,0,0,0,1.0,7,0,3,-1,0,0,-1.0,0,2,0
1,2,34,0,0,4,0,0,4,1.0,4,-1,2,-1,4,0,-1.0,0,1,0
1,0,22,-1,0,7,0,0,0,1.0,7,0,6,0,0,1,0.0,-1,4,0
0,2,40,0,0,1,0,0,5,42.0,1,-1,2,-1,5,1,7.0,0,3,1
0,2,31,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,2,4,0
0,0,47,1,0,2,0,0,3,1.0,2,-1,1,-1,3,1,-1.0,1,1,0
0,0,24,-1,0,7,0,0,8,1.0,7,0,7,0,8,1,-1.0,49,3,1
0,0,39,0,0,9,0,0,4,1.0,9,1,5,0,4,1,-1.0,118,4,0
0,0,29,0,0,6,0,0,10,1.0,6,0,6,0,10,1,0.0,0,4,1
0,3,30,0,0,2,0,0,2,1.0,2,-1,2,-1,2,1,-1.0,6,3,0
1,0,26,0,0,9,0,0,4,1.0,9,1,7,0,4,1,-1.0,0,4,1
0,0,61,1,0,8,0,0,2,1.0,8,1,10,1,2,0,0.0,0,1,0
0,3,37,0,0,4,0,0,3,0.0,4,-1,3,-1,3,0,0.0,0,3,0
0,5,38,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,3,1
0,0,30,0,0,9,0,0,0,1.0,9,1,7,0,0,0,-1.0,1,4,0
0,0,20,-1,0,5,0,1,0,1.0,5,0,6,0,0,0,-1.0,0,1,1
0,0,56,1,0,9,0,0,22,1.0,9,1,5,0,22,1,-1.0,71,3,1
1,2,50,1,0,3,0,0,3,0.0,3,-1,1,-1,3,1,0.0,0,3,1
0,5,47,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,2,2,0
0,0,30,0,0,6,0,0,10,0.0,6,0,4,-1,10,1,18.0,0,4,1
0,0,59,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,62,1,0
0,0,20,-1,1,10,0,0,1,1.0,10,1,10,1,1,1,-1.0,187,0,1
